DISTRITO,AÑO,MES,DÍA,PRECIPITACIÓN,T MAX,T MINIMA
JAUJA,2010,4,16,0.2,20.6,6.4
JAUJA,2010,4,17,0,21,8.8
JAUJA,2010,4,18,0,20.6,4.8
JAUJA,2010,4,19,1.9,19.6,7.6
JAUJA,2010,4,20,0,22.4,4
JAUJA,2010,4,21,0,22.2,3.2
JAUJA,2010,4,22,0,21.8,2.8
JAUJA,2010,4,23,0,23.4,2.6
JAUJA,2010,4,24,3.6,22.8,3.6
JAUJA,2010,4,25,0,22,4.4
JAUJA,2010,4,26,0,20.8,7
JAUJA,2010,4,27,0.5,19,3
JAUJA,2010,4,28,0,21,1.8
JAUJA,2010,4,29,0,17.6,4.6
JAUJA,2010,4,30,3.4,19.6,5.6
JAUJA,2010,5,1,0.1,18,8.8
JAUJA,2010,5,2,0,21.2,4.6
JAUJA,2010,5,3,0,20.8,1.2
JAUJA,2010,5,4,0,21.8,-0.2
JAUJA,2010,5,5,0,22.6,3.2
JAUJA,2010,5,6,0,23,1.2
JAUJA,2010,5,7,0,21.6,1
JAUJA,2010,5,8,0,20.6,1.2
JAUJA,2010,5,9,0,19.6,0.8
JAUJA,2010,5,10,0,22.2,2.8
JAUJA,2010,5,11,0,22.6,0.6
JAUJA,2010,5,12,0,22.8,-0.6
JAUJA,2010,5,13,0,22.2,-0.4
JAUJA,2010,5,14,0,20.6,-1.4
JAUJA,2010,5,15,0,20.6,1
JAUJA,2010,5,16,0,21.6,4.4
JAUJA,2010,5,17,0,22.2,4.2
JAUJA,2010,5,18,0,21.8,3.6
JAUJA,2010,5,19,0,23.6,5.8
JAUJA,2010,5,20,0.6,22.2,5.2
JAUJA,2010,5,21,5,21.6,8.8
JAUJA,2010,5,22,0,21.2,2.6
JAUJA,2010,5,23,0,22.4,-0.8
JAUJA,2010,5,24,0,22,-1.8
JAUJA,2010,5,25,0.5,21.6,3
JAUJA,2010,5,26,0,20.6,4.2
JAUJA,2010,5,27,0,17,7
JAUJA,2010,5,28,0,19.6,5.2
JAUJA,2010,5,29,0,22.8,1.4
JAUJA,2010,5,30,0,22.2,0.8
JAUJA,2010,5,31,0,22,2.2
JAUJA,2010,6,1,0,21.6,5.2
JAUJA,2010,6,2,0,22.6,-0.2
JAUJA,2010,6,3,0,21.2,3.6
JAUJA,2010,6,4,0,20.6,0.8
JAUJA,2010,6,5,0,19.8,0.4
JAUJA,2010,6,6,0,16.8,5
JAUJA,2010,6,7,0,20,0
JAUJA,2010,6,8,0,21.8,-0.8
JAUJA,2010,6,9,0,19.8,0.4
JAUJA,2010,6,10,0,19.6,-1.6
JAUJA,2010,6,11,0,21,-2.6
JAUJA,2010,6,12,0,20.4,-2.2
JAUJA,2010,6,13,0,21.8,-2
JAUJA,2010,6,14,0,21.6,-1.6
JAUJA,2010,6,15,0,21.8,0.4
JAUJA,2010,6,16,0,22.8,-1.6
JAUJA,2010,6,17,0,23.2,-1.2
JAUJA,2010,6,18,0,21.8,-0.2
JAUJA,2010,6,19,0,19,1
JAUJA,2010,6,20,0.4,21.2,1.6
JAUJA,2010,6,21,0,20.8,3.8
JAUJA,2010,6,22,0,21.2,-0.2
JAUJA,2010,6,23,0,21.6,-1.4
JAUJA,2010,6,24,0,21.8,1
JAUJA,2010,6,25,1.8,18.8,1.6
JAUJA,2010,6,26,0,21.2,6.8
JAUJA,2010,6,27,0,21.8,0.2
JAUJA,2010,6,28,0,19.4,3.2
JAUJA,2010,6,29,0,19.8,4.2
JAUJA,2010,6,30,0,20,6
JAUJA,2010,7,1,0,22.8,2
JAUJA,2010,7,2,0,22.4,-0.6
JAUJA,2010,7,3,0,22.6,-0.8
JAUJA,2010,7,4,0,21.8,-0.6
JAUJA,2010,7,5,0,22.8,-1.8
JAUJA,2010,7,6,0,21.6,-1.4
JAUJA,2010,7,7,0,22.4,-0.2
JAUJA,2010,7,8,0,21.6,0.6
JAUJA,2010,7,9,0,21.2,0.4
JAUJA,2010,7,10,0,21,4.2
JAUJA,2010,7,11,0,22,2.2
JAUJA,2010,7,12,0,22.2,-2.4
JAUJA,2010,7,13,0,21.8,-3.8
JAUJA,2010,7,14,0,21.6,-0.8
JAUJA,2010,7,15,0,22.4,-1.8
JAUJA,2010,7,16,0.5,19,-1
JAUJA,2010,7,17,0,21,2.2
JAUJA,2010,7,18,0,23.2,-0.6
JAUJA,2010,7,19,0,21.8,-1.8
JAUJA,2010,7,20,0,22,-0.8
JAUJA,2010,7,21,0,22.4,-1.8
JAUJA,2010,7,22,0,21.6,-1.6
JAUJA,2010,7,23,0,22,-1.4
JAUJA,2010,7,24,0,21.2,-2.8
JAUJA,2010,7,25,0,21.8,-2.6
JAUJA,2010,7,26,0,21.4,-2.8
JAUJA,2010,7,27,0,21.4,-0.6
JAUJA,2010,7,28,0,21.2,-0.2
JAUJA,2010,7,29,0,22.2,-3.2
JAUJA,2010,7,30,0,23.8,-1.6
JAUJA,2010,7,31,0,23,-1
JAUJA,2010,8,1,0,22,0.2
JAUJA,2010,8,2,0,22.2,1.2
JAUJA,2010,8,3,0,21,3.8
JAUJA,2010,8,4,0,22.2,6.8
JAUJA,2010,8,5,0,22,4.2
JAUJA,2010,8,6,0,21.2,-4.2
JAUJA,2010,8,7,0,22.4,-4
JAUJA,2010,8,8,0,22.6,-3
JAUJA,2010,8,9,0,19.4,-1.8
JAUJA,2010,8,10,0,21.6,-2.4
JAUJA,2010,8,11,0,23.4,-0.6
JAUJA,2010,8,12,0,22.8,0
JAUJA,2010,8,13,0,19.2,0.2
JAUJA,2010,8,14,0,21,-0.2
JAUJA,2010,8,15,0,21.8,0.6
JAUJA,2010,8,16,0,23,-1.4
JAUJA,2010,8,17,0,23.2,-1.8
JAUJA,2010,8,18,0,22.6,-2.4
JAUJA,2010,8,19,0,22,-3.6
JAUJA,2010,8,20,0,19.6,-0.6
JAUJA,2010,8,21,0,20.4,1.2
JAUJA,2010,8,22,0,22.6,-1
JAUJA,2010,8,23,0,23.6,-1.2
JAUJA,2010,8,24,0,23,0.8
JAUJA,2010,8,25,0,21.8,-0.2
JAUJA,2010,8,26,0,20.2,1
JAUJA,2010,8,27,0,20.4,2
JAUJA,2010,8,28,0,22.6,3
JAUJA,2010,8,29,0,22,1.6
JAUJA,2010,8,30,0,21.8,7.2
JAUJA,2010,8,31,0.6,20,8.2
JAUJA,2010,9,1,1.1,17.4,6
JAUJA,2010,9,2,0.2,16,6.8
JAUJA,2010,9,3,0,23.4,6.2
JAUJA,2010,9,4,0,22.4,3.8
JAUJA,2010,9,5,0,20.6,8.6
JAUJA,2010,9,6,0,20.4,8.8
JAUJA,2010,9,7,20.2,21.8,3.4
JAUJA,2010,9,8,2.8,20.6,4.8
JAUJA,2010,9,9,0,21.4,4.6
JAUJA,2010,9,10,0,22.6,4.8
JAUJA,2010,9,11,0,20.8,4.6
JAUJA,2010,9,12,0.2,21.6,2.8
JAUJA,2010,9,13,0,21.8,-99.9
JAUJA,2010,9,14,0,22.8,3.6
JAUJA,2010,9,15,0,18.8,5.8
JAUJA,2010,9,16,0,22.8,0.8
JAUJA,2010,9,17,0,22,0
JAUJA,2010,9,18,0,18.2,1.2
JAUJA,2010,9,19,0,16.4,2.8
JAUJA,2010,9,20,0,20.8,1
JAUJA,2010,9,21,0.5,22.2,0.8
JAUJA,2010,9,22,0,21.6,5.6
JAUJA,2010,9,23,0,20.2,4.2
JAUJA,2010,9,24,0,22.2,4
JAUJA,2010,9,25,2.1,22.6,8.8
JAUJA,2010,9,26,0.2,21.8,4.8
JAUJA,2010,9,27,0.6,23.2,3.6
JAUJA,2010,9,28,0,25.4,3.2
JAUJA,2010,9,29,0,22,3.4
JAUJA,2010,9,30,0,21.8,2.8
JAUJA,2010,10,1,0,22.2,2.4
JAUJA,2010,10,2,0,24,1.2
JAUJA,2010,10,3,0,23.2,3.2
JAUJA,2010,10,4,0,21.8,0.2
JAUJA,2010,10,5,0,23.4,1
JAUJA,2010,10,6,0,23.8,1.6
JAUJA,2010,10,7,0,23.6,4.6
JAUJA,2010,10,8,0,24.2,10
JAUJA,2010,10,9,11.1,22.8,-99.9
JAUJA,2010,10,10,0,16,5.4
JAUJA,2010,10,11,0,20,8.8
JAUJA,2010,10,12,0,18.8,9.2
JAUJA,2010,10,13,0,21.4,8.2
JAUJA,2010,10,14,10.5,20.8,1
JAUJA,2010,10,15,9.9,18.8,6.8
JAUJA,2010,10,16,1,20.6,7.4
JAUJA,2010,10,17,0.9,20,6.4
JAUJA,2010,10,18,1.3,19.2,5.2
JAUJA,2010,10,19,2.2,19.6,3.8
JAUJA,2010,10,20,14,18.8,-99.9
JAUJA,2010,10,21,3.3,18.6,5.8
JAUJA,2010,10,22,0.2,21.4,5.2
JAUJA,2010,10,23,4,22.4,7.8
JAUJA,2010,10,24,0,20.6,7.2
JAUJA,2010,10,25,0.5,22.2,4.4
JAUJA,2010,10,26,0,20.4,5
JAUJA,2010,10,27,4,21.2,7.8
JAUJA,2010,10,28,0,23.8,4.2
JAUJA,2010,10,29,0.3,21.2,5.4
JAUJA,2010,10,30,9.2,25.2,4.4
JAUJA,2010,10,31,0.2,19.2,9
JAUJA,2010,11,1,0,20.8,2
JAUJA,2010,11,2,2.4,20.6,7.2
JAUJA,2010,11,3,0,23.4,3.8
JAUJA,2010,11,4,0,23.6,2.6
JAUJA,2010,11,5,0,24.6,4.4
JAUJA,2010,11,6,0,23.4,7.2
JAUJA,2010,11,7,0,22.6,6.8
JAUJA,2010,11,8,0,22.8,4.4
JAUJA,2010,11,9,2.2,19.2,4.6
JAUJA,2010,11,10,0,20.2,9.2
JAUJA,2010,11,11,13.4,15.4,-99.9
JAUJA,2010,11,12,2.7,18.2,8
JAUJA,2010,11,13,0,16.6,8.2
JAUJA,2010,11,14,0.2,18.2,8
JAUJA,2010,11,15,1.4,21.2,5.8
JAUJA,2010,11,16,0.6,21.4,6.6
JAUJA,2010,11,17,0,18.8,5.2
JAUJA,2010,11,18,2.6,21.8,3.6
JAUJA,2010,11,19,2.1,22,2.8
JAUJA,2010,11,20,0,19.8,4.8
JAUJA,2010,11,21,0,22,3.8
JAUJA,2010,11,22,1.6,21.6,6.2
JAUJA,2010,11,23,0,20.6,2.8
JAUJA,2010,11,24,0,21.2,4.2
JAUJA,2010,11,25,0.6,22.4,9
JAUJA,2010,11,26,7.4,16.8,9.2
JAUJA,2010,11,27,0.4,21.8,8.2
JAUJA,2010,11,28,9.2,22.6,5.4
JAUJA,2010,11,29,5,19.8,7.2
JAUJA,2010,11,30,0,19.4,7.6
JAUJA,2010,12,1,1.1,17.4,6.4
JAUJA,2010,12,2,7.7,22.4,6.6
JAUJA,2010,12,3,1.8,18.2,8.6
JAUJA,2010,12,4,5.9,16.8,7.2
JAUJA,2010,12,5,0,18.6,6.8
JAUJA,2010,12,6,0,21.2,8.6
JAUJA,2010,12,7,6.4,19.6,6
JAUJA,2010,12,8,1.1,18.6,8.2
JAUJA,2010,12,9,4.5,17.8,6.2
JAUJA,2010,12,10,0.5,17.2,9
JAUJA,2010,12,11,0,19,6.8
JAUJA,2010,12,12,1.9,18.6,8.6
JAUJA,2010,12,13,0.1,18.2,5.6
JAUJA,2010,12,14,0,16.8,7.8
JAUJA,2010,12,15,0,22.6,6.6
JAUJA,2010,12,16,0,19.6,4.4
JAUJA,2010,12,17,13.6,21.4,-99.9
JAUJA,2010,12,18,0,18.6,5.2
JAUJA,2010,12,19,0,20.2,4.2
JAUJA,2010,12,20,2.8,21.4,6.6
JAUJA,2010,12,21,0.3,18.2,-99.9
JAUJA,2010,12,22,11.7,17.6,7
JAUJA,2010,12,23,4.4,18,8.2
JAUJA,2010,12,24,4.5,15.4,7.8
JAUJA,2010,12,25,0,18.8,8.6
JAUJA,2010,12,26,21.6,19.6,7.4
JAUJA,2010,12,27,12.6,17.4,7.6
JAUJA,2010,12,28,0.2,19.8,7.2
JAUJA,2010,12,29,0.2,17.4,8.6
JAUJA,2010,12,30,4,20,8.8
JAUJA,2010,12,31,0,20.2,8.6
JAUJA,2011,1,1,0,20.6,6.4
JAUJA,2011,1,2,1.1,20.4,7.8
JAUJA,2011,1,3,1.1,16.4,9.2
JAUJA,2011,1,4,0,20.2,9.4
JAUJA,2011,1,5,1,16,7.2
JAUJA,2011,1,6,3.3,20,8.8
JAUJA,2011,1,7,7.7,15.6,7.2
JAUJA,2011,1,8,0,15.8,6.2
JAUJA,2011,1,9,0.9,17.4,7.2
JAUJA,2011,1,10,0,19.8,7.8
JAUJA,2011,1,11,7.2,21.2,-99.9
JAUJA,2011,1,12,1.5,19.8,7.6
JAUJA,2011,1,13,0.3,17.2,-99.9
JAUJA,2011,1,14,8,20.4,9.6
JAUJA,2011,1,15,7.5,19.4,8.6
JAUJA,2011,1,16,3.5,16.6,8
JAUJA,2011,1,17,0,22.8,4.8
JAUJA,2011,1,18,4.7,21.4,6.4
JAUJA,2011,1,19,0.2,17.8,8.2
JAUJA,2011,1,20,3.1,16.8,7.2
JAUJA,2011,1,21,0,19.4,5.2
JAUJA,2011,1,22,6.3,18.8,8.6
JAUJA,2011,1,23,2,16.4,7.6
JAUJA,2011,1,24,4.2,18.8,8.2
JAUJA,2011,1,25,10.1,16.6,7.8
JAUJA,2011,1,26,1.7,17.8,7.4
JAUJA,2011,1,27,14.2,16.2,8
JAUJA,2011,1,28,0.3,16.4,8.6
JAUJA,2011,1,29,12.9,18,9
JAUJA,2011,1,30,3.7,16.8,5.6
JAUJA,2011,1,31,7.3,15,6.4
JAUJA,2011,2,1,1.2,18.8,5.6
JAUJA,2011,2,2,6,20.4,7.8
JAUJA,2011,2,3,18.5,19.4,6.2
JAUJA,2011,2,4,3.5,19.2,8
JAUJA,2011,2,5,0.3,18.8,9
JAUJA,2011,2,6,2.3,15,8.8
JAUJA,2011,2,7,2,16.4,9
JAUJA,2011,2,8,1.6,16,9
JAUJA,2011,2,9,3.2,20.4,8.8
JAUJA,2011,2,10,0,18.2,8.4
JAUJA,2011,2,11,14.1,19,8.6
JAUJA,2011,2,12,21.9,17.6,7.8
JAUJA,2011,2,13,5.7,19.2,6.8
JAUJA,2011,2,14,9.4,11.8,-99.9
JAUJA,2011,2,15,6.4,19.2,4.6
JAUJA,2011,2,16,5.8,21.6,6.6
JAUJA,2011,2,17,15.4,16,10.2
JAUJA,2011,2,18,5,16.8,6.2
JAUJA,2011,2,19,0,17,6.8
JAUJA,2011,2,20,2.1,16.8,6.6
JAUJA,2011,2,21,6.6,16.2,7.8
JAUJA,2011,2,22,4.4,16.8,8
JAUJA,2011,2,23,0.9,15.8,8.2
JAUJA,2011,2,24,9.3,18.2,8.4
JAUJA,2011,2,25,0.5,16.6,8.6
JAUJA,2011,2,26,6.6,18.6,7
JAUJA,2011,2,27,8.8,17.4,7.2
JAUJA,2011,2,28,0.9,17.8,5.6
JAUJA,2011,3,1,0,20.2,4.8
JAUJA,2011,3,2,6,20.6,6.6
JAUJA,2011,3,3,3.6,16.6,7.8
JAUJA,2011,3,4,2.1,17.6,8.2
JAUJA,2011,3,5,6.6,18.2,7.8
JAUJA,2011,3,6,7.9,18,8.2
JAUJA,2011,3,7,20.8,20.2,5.4
JAUJA,2011,3,8,0.8,17,6.4
JAUJA,2011,3,9,5.2,17.2,7.2
JAUJA,2011,3,10,0.2,18,7
JAUJA,2011,3,11,0.2,18.2,4.8
JAUJA,2011,3,12,1,16.2,7.6
JAUJA,2011,3,13,26,18.4,8.6
JAUJA,2011,3,14,3.2,17.8,6.4
JAUJA,2011,3,15,0,14.8,7.4
JAUJA,2011,3,16,2.3,17.2,7.6
JAUJA,2011,3,17,0.1,17.8,7.8
JAUJA,2011,3,18,0.2,16.6,7.6
JAUJA,2011,3,19,1.7,15.2,7.2
JAUJA,2011,3,20,2.6,15.8,7.4
JAUJA,2011,3,21,8.5,18.8,7
JAUJA,2011,3,22,2.5,16.8,8.2
JAUJA,2011,3,23,0.5,17.8,8.6
JAUJA,2011,3,24,7,16,8.2
JAUJA,2011,3,25,3.7,15.8,8.4
JAUJA,2011,3,26,31.9,18.6,8.6
JAUJA,2011,3,27,1.7,15.6,7.2
JAUJA,2011,3,28,7.4,18.2,7.8
JAUJA,2011,3,29,4.8,20.2,7.4
JAUJA,2011,3,30,6.6,15.8,7.2
JAUJA,2011,3,31,5.7,15.2,8.4
JAUJA,2011,4,1,14.3,19.2,8.6
JAUJA,2011,4,2,1.1,17.2,7.8
JAUJA,2011,4,3,0,18.4,8
JAUJA,2011,4,4,1,19,10.2
JAUJA,2011,4,5,3.3,19.2,7.2
JAUJA,2011,4,6,2.6,13.2,7.8
JAUJA,2011,4,7,0.6,18.2,8
JAUJA,2011,4,8,9.1,15.8,8.6
JAUJA,2011,4,9,10.1,14,6.8
JAUJA,2011,4,10,0,18.6,8
JAUJA,2011,4,11,0,21.4,3.4
JAUJA,2011,4,12,0,21.6,6.4
JAUJA,2011,4,13,0,21.2,4.2
JAUJA,2011,4,14,0.3,16.4,6.6
JAUJA,2011,4,15,0,15.2,5.4
JAUJA,2011,4,16,0.1,16.2,5
JAUJA,2011,4,17,0,19.8,6.2
JAUJA,2011,4,18,1.4,16.2,7.6
JAUJA,2011,4,19,0,18.4,4.2
JAUJA,2011,4,20,1.4,20.6,2.6
JAUJA,2011,4,21,0.1,20.2,2
JAUJA,2011,4,22,0,20.4,2.2
JAUJA,2011,4,23,0.5,19.6,3.2
JAUJA,2011,4,24,0,19.2,5.4
JAUJA,2011,4,25,2.6,18.4,4.2
JAUJA,2011,4,26,2.8,15.6,4.8
JAUJA,2011,4,27,0.1,16.4,3.8
JAUJA,2011,4,28,0,19.6,0.6
JAUJA,2011,4,29,0,20.8,1.8
JAUJA,2011,4,30,0.4,20.6,2.6
JAUJA,2011,5,1,0,20.8,4.8
JAUJA,2011,5,2,1.3,17.6,7
JAUJA,2011,5,3,0,20.4,2.4
JAUJA,2011,5,4,0,20.6,1.6
JAUJA,2011,5,5,0,19,1.2
JAUJA,2011,5,6,0,18.6,-0.2
JAUJA,2011,5,7,0,18.2,2
JAUJA,2011,5,8,0.1,18.6,4.2
JAUJA,2011,5,9,0,20.4,5.8
JAUJA,2011,5,10,0,17.4,7.6
JAUJA,2011,5,11,0,21.8,4.6
JAUJA,2011,5,12,0.6,16.6,2.2
JAUJA,2011,5,13,0.7,21.6,2.8
JAUJA,2011,5,14,0,20.8,5.4
JAUJA,2011,5,15,0.2,20.6,4.8
JAUJA,2011,5,16,9,21.4,7.4
JAUJA,2011,5,17,0,20.6,3
JAUJA,2011,5,18,0,21.2,-1.4
JAUJA,2011,5,19,0,21,2.2
JAUJA,2011,5,20,0,21.8,2
JAUJA,2011,5,21,0,21.6,1.2
JAUJA,2011,5,22,0.5,19.2,4.8
JAUJA,2011,5,23,0,19.4,6.4
JAUJA,2011,5,24,0,19.8,4.6
JAUJA,2011,5,25,0,18.6,5.6
JAUJA,2011,5,26,1.8,19.8,2.4
JAUJA,2011,5,27,0,21.4,2.2
JAUJA,2011,5,28,0,20.6,1.6
JAUJA,2011,5,29,0,20.8,-1.8
JAUJA,2011,5,30,0,21,-3.2
JAUJA,2011,5,31,0,22,-4.2
JAUJA,2011,6,1,-99.9,-99.9,-99.9
JAUJA,2011,6,2,-99.9,-99.9,-99.9
JAUJA,2011,6,3,-99.9,-99.9,-99.9
JAUJA,2011,6,4,-99.9,-99.9,-99.9
JAUJA,2011,6,5,-99.9,-99.9,-99.9
JAUJA,2011,6,6,-99.9,-99.9,-99.9
JAUJA,2011,6,7,-99.9,-99.9,-99.9
JAUJA,2011,6,8,-99.9,-99.9,-99.9
JAUJA,2011,6,9,-99.9,-99.9,-99.9
JAUJA,2011,6,10,-99.9,-99.9,-99.9
JAUJA,2011,6,11,-99.9,-99.9,-99.9
JAUJA,2011,6,12,-99.9,-99.9,-99.9
JAUJA,2011,6,13,-99.9,-99.9,-99.9
JAUJA,2011,6,14,-99.9,-99.9,-99.9
JAUJA,2011,6,15,-99.9,-99.9,-99.9
JAUJA,2011,6,16,-99.9,-99.9,-99.9
JAUJA,2011,6,17,-99.9,-99.9,-99.9
JAUJA,2011,6,18,-99.9,-99.9,-99.9
JAUJA,2011,6,19,-99.9,-99.9,-99.9
JAUJA,2011,6,20,-99.9,-99.9,-99.9
JAUJA,2011,6,21,-99.9,-99.9,-99.9
JAUJA,2011,6,22,-99.9,-99.9,-99.9
JAUJA,2011,6,23,-99.9,-99.9,-99.9
JAUJA,2011,6,24,-99.9,-99.9,-99.9
JAUJA,2011,6,25,-99.9,-99.9,-99.9
JAUJA,2011,6,26,-99.9,-99.9,-99.9
JAUJA,2011,6,27,-99.9,-99.9,-99.9
JAUJA,2011,6,28,-99.9,-99.9,-99.9
JAUJA,2011,6,29,-99.9,-99.9,-99.9
JAUJA,2011,6,30,-99.9,-99.9,-99.9
JAUJA,2011,7,1,0.9,20.4,-1.8
JAUJA,2011,7,2,1.1,16.4,5.6
JAUJA,2011,7,3,0.7,13.8,6.8
JAUJA,2011,7,4,0,17.2,5.6
JAUJA,2011,7,5,0,18.6,-0.2
JAUJA,2011,7,6,0,18.8,0.6
JAUJA,2011,7,7,0,18.2,-2.2
JAUJA,2011,7,8,0,19.6,0
JAUJA,2011,7,9,0,20.4,1.6
JAUJA,2011,7,10,0,20,-1.4
JAUJA,2011,7,11,0,19.6,1.2
JAUJA,2011,7,12,0,20.2,0.2
JAUJA,2011,7,13,0,20.4,-0.6
JAUJA,2011,7,14,0,21.4,0.2
JAUJA,2011,7,15,0,21.2,-0.4
JAUJA,2011,7,16,0.2,19.6,0.4
JAUJA,2011,7,17,0,21.6,0
JAUJA,2011,7,18,0,21,-0.8
JAUJA,2011,7,19,0,20.2,1.2
JAUJA,2011,7,20,0,20.4,0.4
JAUJA,2011,7,21,0,19.6,-0.8
JAUJA,2011,7,22,0,18.2,-1
JAUJA,2011,7,23,0,18.8,-0.4
JAUJA,2011,7,24,0,20.6,-2.4
JAUJA,2011,7,25,0,21.8,-2.2
JAUJA,2011,7,26,0,21.2,-3.4
JAUJA,2011,7,27,0,20.6,-4.2
JAUJA,2011,7,28,0,22,-3.2
JAUJA,2011,7,29,0,21.4,-3.8
JAUJA,2011,7,30,0,22.2,-3.6
JAUJA,2011,7,31,0,22.6,-0.4
JAUJA,2011,8,1,0,22,-1.2
JAUJA,2011,8,2,0,23.6,1.2
JAUJA,2011,8,3,0.1,21,-0.2
JAUJA,2011,8,4,0.2,15.4,7.4
JAUJA,2011,8,5,0,20.8,-0.2
JAUJA,2011,8,6,0,20.2,-0.6
JAUJA,2011,8,7,0,20.8,-1.6
JAUJA,2011,8,8,0,21.8,-1.4
JAUJA,2011,8,9,0,21.4,0.2
JAUJA,2011,8,10,0,20.2,-0.4
JAUJA,2011,8,11,0,20.4,-1.2
JAUJA,2011,8,12,0,19.8,-1.4
JAUJA,2011,8,13,0,20.2,-1.6
JAUJA,2011,8,14,0,19.8,-1.2
JAUJA,2011,8,15,0,19.4,0.8
JAUJA,2011,8,16,0,20.4,0.2
JAUJA,2011,8,17,0,22.4,1.6
JAUJA,2011,8,18,0,23,0.4
JAUJA,2011,8,19,0,22.8,0.8
JAUJA,2011,8,20,0,22.6,1.2
JAUJA,2011,8,21,0,23,3.4
JAUJA,2011,8,22,0,21.6,1.6
JAUJA,2011,8,23,0,20.6,1.8
JAUJA,2011,8,24,0,21.8,5.2
JAUJA,2011,8,25,0,21.2,1.2
JAUJA,2011,8,26,0,20.8,-0.2
JAUJA,2011,8,27,0,21.8,0.4
JAUJA,2011,8,28,0,22,1
JAUJA,2011,8,29,0,20.8,5.2
JAUJA,2011,8,30,1.5,20.4,3
JAUJA,2011,8,31,0.5,20.4,4
JAUJA,2011,9,1,0.5,19.6,4
JAUJA,2011,9,2,0,20.6,-0.8
JAUJA,2011,9,3,0,20.4,0
JAUJA,2011,9,4,0,20.8,-0.2
JAUJA,2011,9,5,0,20.6,0.2
JAUJA,2011,9,6,0,22,3.4
JAUJA,2011,9,7,0.8,24.4,3
JAUJA,2011,9,8,0,23.8,0.2
JAUJA,2011,9,9,0.2,22.8,5.4
JAUJA,2011,9,10,0,18.6,6.8
JAUJA,2011,9,11,0,19,6.2
JAUJA,2011,9,12,0,18.4,5.4
JAUJA,2011,9,13,0,21.6,9
JAUJA,2011,9,14,0,18.2,5.6
JAUJA,2011,9,15,0,20.6,7.4
JAUJA,2011,9,16,0.8,21.2,-99.9
JAUJA,2011,9,17,0.1,20.4,7.4
JAUJA,2011,9,18,0,18,8
JAUJA,2011,9,19,1.4,19.6,4.6
JAUJA,2011,9,20,0.3,17.4,7.6
JAUJA,2011,9,21,0,21.8,3.2
JAUJA,2011,9,22,1.9,19.2,9.2
JAUJA,2011,9,23,0,21.6,2.4
JAUJA,2011,9,24,1.7,19.4,7.2
JAUJA,2011,9,25,5.5,16.8,7.8
JAUJA,2011,9,26,0,19.2,6.8
JAUJA,2011,9,27,0.8,-99.9,7.4
JAUJA,2011,9,28,1.9,18.2,-99.9
JAUJA,2011,9,29,0,22.2,-99.9
JAUJA,2011,9,30,0.1,22.8,8.2
JAUJA,2011,10,1,6.7,23,6.4
JAUJA,2011,10,2,0,22.8,5.2
JAUJA,2011,10,3,0,24.2,3.2
JAUJA,2011,10,4,0,24,7.4
JAUJA,2011,10,5,0,21.6,6.2
JAUJA,2011,10,6,9.5,24.6,9.4
JAUJA,2011,10,7,1.4,19.2,7.2
JAUJA,2011,10,8,4.8,18,8.6
JAUJA,2011,10,9,4.4,19.2,8.4
JAUJA,2011,10,10,3.9,17.8,8.2
JAUJA,2011,10,11,1.8,20.4,4.6
JAUJA,2011,10,12,0,21,5.2
JAUJA,2011,10,13,0,23.8,1.4
JAUJA,2011,10,14,0,24.6,3
JAUJA,2011,10,15,0,24.4,6.4
JAUJA,2011,10,16,0,21.8,3.6
JAUJA,2011,10,17,0,21.6,3.8
JAUJA,2011,10,18,0,21.2,5.2
JAUJA,2011,10,19,0.9,22.8,5
JAUJA,2011,10,20,0.4,20.8,9.2
JAUJA,2011,10,21,0.3,23,9
JAUJA,2011,10,22,0,21.2,2.2
JAUJA,2011,10,23,1.6,20.6,6.6
JAUJA,2011,10,24,0,20.2,7.2
JAUJA,2011,10,25,3.4,20.6,4.4
JAUJA,2011,10,26,3.2,21.6,3.4
JAUJA,2011,10,27,2.5,16.4,7.2
JAUJA,2011,10,28,2.1,20,8.4
JAUJA,2011,10,29,8.3,20.8,8
JAUJA,2011,10,30,10.5,20.6,7
JAUJA,2011,10,31,0,20.2,5.2
JAUJA,2011,11,1,0,22.6,5.4
JAUJA,2011,11,2,1.2,19.8,6.6
JAUJA,2011,11,3,1.1,19,8.2
JAUJA,2011,11,4,4,21,9
JAUJA,2011,11,5,0,23,6.8
JAUJA,2011,11,6,12.9,24,8.8
JAUJA,2011,11,7,0,19.4,9.2
JAUJA,2011,11,8,0,22.6,7.6
JAUJA,2011,11,9,0,24.6,4.4
JAUJA,2011,11,10,0,24.2,5
JAUJA,2011,11,11,8.1,21.6,5.8
JAUJA,2011,11,12,0,19.4,6.8
JAUJA,2011,11,13,0,21,5.4
JAUJA,2011,11,14,4.4,19.4,6.8
JAUJA,2011,11,15,0,21.6,3.8
JAUJA,2011,11,16,0,19.4,8.8
JAUJA,2011,11,17,16,20,9.4
JAUJA,2011,11,18,17.6,18.2,8.4
JAUJA,2011,11,19,0,19.2,6.8
JAUJA,2011,11,20,3.4,21.8,5.4
JAUJA,2011,11,21,0,22.4,5.6
JAUJA,2011,11,22,4.5,19,9
JAUJA,2011,11,23,1.2,18.8,8.4
JAUJA,2011,11,24,0,21.8,7.8
JAUJA,2011,11,25,0,21.6,5.8
JAUJA,2011,11,26,2.2,21.2,5
JAUJA,2011,11,27,1.1,21,5.6
